,label,dim_0,dim_1,layer,fold,text,iteration
681,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,210
682,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,210
683,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,210
684,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,210
685,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,210
686,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,210
687,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,210
688,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,210
689,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,210
690,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,210
691,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,210
692,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,210
693,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,210
694,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,210
695,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,210
696,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,210
697,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,210
698,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,210
699,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,210
700,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,210
701,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,210
702,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,210
703,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,210
704,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,220
705,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,220
706,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,220
707,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,220
708,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,220
709,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,220
710,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,220
711,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,220
712,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,220
713,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,220
714,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,220
715,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,220
716,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,220
717,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,220
718,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,220
719,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,220
720,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,220
721,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,220
722,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,220
723,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,220
724,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,220
725,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,220
726,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,220
727,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,220
728,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,220
729,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,220
730,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,220
731,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,220
732,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,220
733,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,220
734,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,220
735,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,220
736,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,230
737,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,230
738,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,230
739,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,230
740,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,230
741,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,230
742,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,230
743,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,230
744,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,230
745,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,230
746,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,230
747,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,230
748,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,230
749,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,230
750,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,230
751,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,230
752,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,230
753,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,230
754,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,230
755,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,230
756,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,230
757,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,230
758,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,230
759,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,230
760,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,230
761,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,230
762,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,230
763,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,230
764,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,230
765,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,230
766,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,230
767,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,230
768,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,240
769,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,240
770,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,240
771,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,240
772,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,240
773,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,240
774,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,240
775,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,240
776,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,240
777,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,240
778,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,240
779,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,240
780,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,240
781,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,240
782,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,240
783,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,240
784,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,240
785,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,240
786,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,240
787,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,240
788,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,240
789,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,240
790,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,240
791,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,240
792,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,240
793,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,240
794,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,240
795,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,240
796,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,240
797,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,240
798,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,240
799,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,240
800,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,250
801,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,250
802,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,250
803,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,250
804,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,250
805,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,250
806,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,250
807,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,250
808,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,250
809,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,250
810,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,250
811,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,250
812,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,250
813,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,250
814,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,250
815,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,250
816,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,250
817,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,250
818,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,250
819,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,250
820,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,250
821,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,250
822,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,250
823,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,250
824,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,250
825,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,250
826,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,250
827,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,250
828,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,250
829,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,250
830,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,250
831,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,250
832,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,260
833,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,260
834,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,260
835,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,260
836,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,260
837,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,260
838,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,260
839,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,260
840,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,260
841,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,260
842,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,260
843,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,260
844,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,260
845,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,260
846,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,260
847,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,260
848,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,260
849,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,260
850,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,260
851,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,260
852,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,260
853,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,260
854,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,260
855,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,260
856,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,260
857,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,260
858,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,260
859,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,260
860,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,260
861,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,260
862,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,260
863,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,260
864,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,270
865,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,270
866,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,270
867,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,270
868,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,270
869,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,270
870,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,270
871,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,270
872,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,270
873,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,270
874,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,270
875,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,270
876,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,270
877,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,270
878,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,270
879,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,270
880,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,270
881,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,270
882,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,270
883,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,270
884,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,270
885,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,270
886,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,270
887,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,270
888,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,270
889,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,270
890,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,270
891,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,270
892,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,270
893,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,270
894,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,270
895,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,270
896,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,280
897,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,280
898,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,280
899,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,280
900,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,280
901,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,280
902,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,280
903,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,280
904,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,280
905,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,280
906,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,280
907,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,280
908,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,280
909,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,280
910,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,280
911,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,280
912,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,280
913,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,280
914,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,280
915,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,280
916,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,280
917,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,280
918,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,280
919,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,280
920,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,280
921,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,280
922,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,280
923,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,280
924,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,280
925,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,280
926,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,280
927,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,280
928,Rouble,-4.528397560119629,0.23375602066516876,average,train,What is this currency of russia,290
929,Rouble,0.5667318105697632,-0.08561911433935165,output,train,What is this currency of russia,290
930,Pound,-3.265216588973999,0.4920657277107239,average,train,What is this currency of england,290
931,Pound,0.38919705152511597,0.7645442485809326,output,train,What is this currency of england,290
932,Moscow,-4.022395133972168,-1.077804446220398,average,train,What is this capital of russia,290
933,Moscow,-0.16793011128902435,-1.0323431491851807,output,train,What is this capital of russia,290
934,London,-2.759214162826538,-0.8194947242736816,average,train,What is this capital of england,290
935,London,-0.36093437671661377,-0.3985520601272583,output,train,What is this capital of england,290
936,Rouble,0.8471524715423584,-0.6671013832092285,average,train,What 's russia 's currency,290
937,Rouble,0.5901471972465515,0.15351717174053192,output,train,What 's russia 's currency,290
938,Pound,2.1103334426879883,-0.40879178047180176,average,train,What 's england 's currency,290
939,Pound,0.6508090496063232,0.9631971120834351,output,train,What 's england 's currency,290
940,Moscow,1.3531548976898193,-1.9786620140075684,average,train,What 's russia 's capital,290
941,Moscow,-0.3922252655029297,-0.9606091380119324,output,train,What 's russia 's capital,290
942,London,2.616335868835449,-1.720352292060852,average,train,What 's england 's capital,290
943,London,-0.4715905785560608,-0.23136284947395325,output,train,What 's england 's capital,290
944,Rouble,-2.6059298515319824,-0.5140880346298218,average,dev,What currency is used in russia,290
945,Rouble,0.4857964515686035,-0.12122786045074463,output,dev,What currency is used in russia,290
946,Pound,-1.3427491188049316,-0.255778431892395,average,dev,What currency is used in england,290
947,Pound,0.14067959785461426,0.5538023114204407,output,dev,What currency is used in england,290
948,Moscow,-2.1331069469451904,-0.8520793318748474,average,dev,What is the capital and largest city of russia,290
949,Moscow,-0.20186589658260345,-1.0624182224273682,output,dev,What is the capital and largest city of russia,290
950,London,-0.8699257373809814,-0.5937697291374207,average,dev,What is the capital and largest city of england,290
951,London,-0.36404889822006226,-0.498809278011322,output,dev,What is the capital and largest city of england,290
952,Rouble,-0.3169957995414734,-0.0005153566598892212,average,dev,What 's the currency in russia,290
953,Rouble,0.5931552648544312,-0.12614044547080994,output,dev,What 's the currency in russia,290
954,Pound,0.9461849927902222,0.25779426097869873,average,dev,What 's the currency in england,290
955,Pound,0.6128265261650085,0.6674391031265259,output,dev,What 's the currency in england,290
956,Moscow,0.15582755208015442,-0.33850663900375366,average,dev,What 's the capital of russia,290
957,Moscow,-0.2581821084022522,-1.2541487216949463,output,dev,What 's the capital of russia,290
958,London,1.419008493423462,-0.08019697666168213,average,dev,What 's the capital of england,290
959,London,-0.21999062597751617,-0.6387125849723816,output,dev,What 's the capital of england,290
